indice,x,y,dist_baseline,dist_baseline_ajustada,dist_ponto_contato,lado_correto,candidato_janela,permaneceu,descartado,motivo_descarte
650,418.0,118.0,95.0,96.56,421.8364612026798,False,False,False,True,acima_janela_permitida;lado_errado
651,417.0,117.0,96.0,97.56,421.08906421326117,False,False,False,True,acima_janela_permitida;lado_errado
652,416.0,116.0,97.0,98.56,420.34509631967876,False,False,False,True,acima_janela_permitida;lado_errado
653,415.0,115.0,98.0,99.56,419.60457576151384,False,False,False,True,acima_janela_permitida;lado_errado
654,414.0,114.0,99.0,100.56,418.86752082251496,False,False,False,True,acima_janela_permitida;lado_errado
655,413.0,113.0,100.0,101.56,418.1339498294775,False,False,False,True,acima_janela_permitida;lado_errado
656,412.0,112.0,101.0,102.56,417.40388115109806,False,False,False,True,acima_janela_permitida;lado_errado
657,411.0,111.0,102.0,103.56,416.6773331968035,False,False,False,True,acima_janela_permitida;lado_errado
658,410.0,110.0,103.0,104.56,415.9543244155541,False,False,False,True,acima_janela_permitida;lado_errado
659,409.0,109.0,104.0,105.56,415.234873294621,False,False,False,True,acima_janela_permitida;lado_errado
660,408.0,108.0,105.0,106.56,414.5189983583382,False,False,False,True,acima_janela_permitida;lado_errado
661,407.0,107.0,106.0,107.56,413.80671816682724,False,False,False,True,acima_janela_permitida;lado_errado
662,406.0,107.0,106.0,107.56,412.8401627748928,False,False,False,True,acima_janela_permitida;lado_errado
663,405.0,106.0,107.0,108.56,412.13226032427986,False,False,False,True,acima_janela_permitida;lado_errado
664,404.0,105.0,108.0,109.56,411.42800099166806,False,False,False,True,acima_janela_permitida;lado_errado
665,403.0,104.0,109.0,110.56,410.7274035172233,False,False,False,True,acima_janela_permitida;lado_errado
666,402.0,103.0,110.0,111.56,410.03048667141815,False,False,False,True,acima_janela_permitida;lado_errado
667,401.0,102.0,111.0,112.56,409.3372692536071,False,False,False,True,acima_janela_permitida;lado_errado
668,400.0,101.0,112.0,113.56,408.6477700905757,False,False,False,True,acima_janela_permitida;lado_errado
669,399.0,101.0,112.0,113.56,407.686153799709,False,False,False,True,acima_janela_permitida;lado_errado
670,398.0,100.0,113.0,114.56,407.0012284993744,False,False,False,True,acima_janela_permitida;lado_errado
671,397.0,99.0,114.0,115.56,406.32007088008834,False,False,False,True,acima_janela_permitida;lado_errado
672,396.0,99.0,114.0,115.56,405.36033353055154,False,False,False,True,acima_janela_permitida;lado_errado
673,395.0,98.0,115.0,116.56,404.6838272034107,False,False,False,True,acima_janela_permitida;lado_errado
674,394.0,97.0,116.0,117.56,404.01113846031524,False,False,False,True,acima_janela_permitida;lado_errado
675,393.0,96.0,117.0,118.56,403.3422864020087,False,False,False,True,acima_janela_permitida;lado_errado
676,392.0,96.0,117.0,118.56,402.3853874086384,False,False,False,True,acima_janela_permitida;lado_errado
677,391.0,95.0,118.0,119.56,401.721296423279,False,False,False,True,acima_janela_permitida;lado_errado
678,390.0,94.0,119.0,120.56,401.06109260310956,False,False,False,True,acima_janela_permitida;lado_errado
679,389.0,93.0,120.0,121.56,400.4047951760818,False,False,False,True,acima_janela_permitida;lado_errado
680,388.0,93.0,120.0,121.56,399.4508730745246,False,False,False,True,acima_janela_permitida;lado_errado
681,387.0,92.0,121.0,122.56,398.79944834465357,False,False,False,True,acima_janela_permitida;lado_errado
682,386.0,91.0,122.0,123.56,398.1519810323691,False,False,False,True,acima_janela_permitida;lado_errado
683,385.0,91.0,122.0,123.56,397.200201409818,False,False,False,True,acima_janela_permitida;lado_errado
684,384.0,90.0,123.0,124.56,396.5576881110742,False,False,False,True,acima_janela_permitida;lado_errado
685,383.0,89.0,124.0,125.56,395.9191836726278,False,False,False,True,acima_janela_permitida;lado_errado
686,382.0,89.0,124.0,125.56,394.9696190848101,False,False,False,True,acima_janela_permitida;lado_errado
687,381.0,88.0,125.0,126.56,394.33615101839194,False,False,False,True,acima_janela_permitida;lado_errado
688,380.0,88.0,125.0,126.56,393.38784932938637,False,False,False,True,acima_janela_permitida;lado_errado
689,379.0,87.0,126.0,127.56,392.7594683772754,False,False,False,True,acima_janela_permitida;lado_errado
690,378.0,86.0,127.0,128.56,392.13518077316144,False,False,False,True,acima_janela_permitida;lado_errado
691,377.0,86.0,127.0,128.56,391.18921253020255,False,False,False,True,acima_janela_permitida;lado_errado
692,376.0,85.0,128.0,129.56,390.5700961415249,False,False,False,True,acima_janela_permitida;lado_errado
693,375.0,84.0,129.0,130.56,389.95512562344913,False,False,False,True,acima_janela_permitida;lado_errado
694,374.0,84.0,129.0,130.56,389.0115679513914,False,False,False,True,acima_janela_permitida;lado_errado
695,373.0,83.0,130.0,131.56,388.40185375458753,False,False,False,True,acima_janela_permitida;lado_errado
696,372.0,83.0,130.0,131.56,387.45967532118743,False,False,False,True,acima_janela_permitida;lado_errado
697,371.0,82.0,131.0,132.56,386.855270094644,False,False,False,True,acima_janela_permitida;lado_errado
698,370.0,81.0,132.0,133.56,386.25509705374765,False,False,False,True,acima_janela_permitida;lado_errado
699,369.0,81.0,132.0,133.56,385.3154551792596,False,False,False,True,acima_janela_permitida;lado_errado
700,368.0,80.0,133.0,134.56,384.72067789501517,False,False,False,True,acima_janela_permitida;lado_errado
701,367.0,80.0,133.0,134.56,383.7824904812621,False,False,False,True,acima_janela_permitida;lado_errado
702,366.0,79.0,134.0,135.56,383.1931627782521,False,False,False,True,acima_janela_permitida;lado_errado
703,365.0,79.0,134.0,135.56,382.25645841502796,False,False,False,True,acima_janela_permitida;lado_errado
704,364.0,78.0,135.0,136.56,381.67263459671824,False,False,False,True,acima_janela_permitida;lado_errado
705,363.0,78.0,135.0,136.56,380.73744234051895,False,False,False,True,acima_janela_permitida;lado_errado
706,362.0,77.0,136.0,137.56,380.1591771876617,False,False,False,True,acima_janela_permitida;lado_errado
707,361.0,77.0,136.0,137.56,379.2255265669757,False,False,False,True,acima_janela_permitida;lado_errado
708,360.0,76.0,137.0,138.56,378.65287533570904,False,False,False,True,acima_janela_permitida;lado_errado
709,359.0,76.0,137.0,138.56,377.72079635625045,False,False,False,True,acima_janela_permitida;lado_errado
710,358.0,75.0,138.0,139.56,377.1538147758816,False,False,False,True,acima_janela_permitida;lado_errado
711,357.0,75.0,138.0,139.56,376.2233379257592,False,False,False,True,acima_janela_permitida;lado_errado
712,356.0,75.0,138.0,139.56,375.2932186970609,False,False,False,True,acima_janela_permitida;lado_errado
713,355.0,74.0,139.0,140.56,374.73323845103465,False,False,False,True,acima_janela_permitida;lado_errado
714,354.0,74.0,139.0,140.56,373.80476187443094,False,False,False,True,acima_janela_permitida;lado_errado
715,353.0,73.0,140.0,141.56,373.2505860678587,False,False,False,True,acima_janela_permitida;lado_errado
716,352.0,73.0,140.0,141.56,372.3237838226293,False,False,False,True,acima_janela_permitida;lado_errado
717,351.0,72.0,141.0,142.56,371.775469873955,False,False,False,True,acima_janela_permitida;lado_errado
718,350.0,72.0,141.0,142.56,370.8503741402993,False,False,False,True,acima_janela_permitida;lado_errado
719,349.0,71.0,142.0,143.56,370.3079799302197,False,False,False,True,acima_janela_permitida;lado_errado
720,348.0,71.0,142.0,143.56,369.3846233940985,False,False,False,True,acima_janela_permitida;lado_errado
721,347.0,71.0,142.0,143.56,368.4616669342959,False,False,False,True,acima_janela_permitida;lado_errado
722,346.0,70.0,143.0,144.56,367.92662311933884,False,False,False,True,acima_janela_permitida;lado_errado
723,345.0,70.0,143.0,144.56,367.0054495508207,False,False,False,True,acima_janela_permitida;lado_errado
724,344.0,70.0,143.0,144.56,366.08468965527635,False,False,False,True,acima_janela_permitida;lado_errado
725,343.0,69.0,144.0,145.56,365.5571090814676,False,False,False,True,acima_janela_permitida;lado_errado
726,342.0,69.0,144.0,145.56,364.63817682738596,False,False,False,True,acima_janela_permitida;lado_errado
727,341.0,68.0,145.0,146.56,364.1167395218188,False,False,False,True,acima_janela_permitida;lado_errado
728,340.0,68.0,145.0,146.56,363.19966960337393,False,False,False,True,acima_janela_permitida;lado_errado
729,339.0,68.0,145.0,146.56,362.28303852098844,False,False,False,True,acima_janela_permitida;lado_errado
730,338.0,67.0,146.0,147.56,361.7692634815733,False,False,False,True,acima_janela_permitida;lado_errado
731,337.0,67.0,146.0,147.56,360.85454133209964,False,False,False,True,acima_janela_permitida;lado_errado
732,336.0,67.0,146.0,147.56,359.94027282314494,False,False,False,True,acima_janela_permitida;lado_errado
733,335.0,66.0,147.0,148.56,359.43427771986353,False,False,False,True,acima_janela_permitida;lado_errado
734,334.0,66.0,147.0,148.56,358.5219658542556,False,False,False,True,acima_janela_permitida;lado_errado
735,333.0,66.0,147.0,148.56,357.61012289922667,False,False,False,True,acima_janela_permitida;lado_errado
736,332.0,65.0,148.0,149.56,357.1120272407526,False,False,False,True,acima_janela_permitida;lado_errado
737,331.0,65.0,148.0,149.56,356.20218977429096,False,False,False,True,acima_janela_permitida;lado_errado
738,330.0,65.0,148.0,149.56,355.29283696691664,False,False,False,True,acima_janela_permitida;lado_errado
739,329.0,65.0,148.0,149.56,354.3839725495497,False,False,False,True,acima_janela_permitida;lado_errado
740,328.0,64.0,149.0,150.56,353.8954647915116,False,False,False,True,acima_janela_permitida;lado_errado
741,327.0,64.0,149.0,150.56,352.98866837336294,False,False,False,True,acima_janela_permitida;lado_errado
742,326.0,64.0,149.0,150.56,352.08237672453873,False,False,False,True,acima_janela_permitida;lado_errado
743,325.0,63.0,150.0,151.56,351.60204777560665,False,False,False,True,acima_janela_permitida;lado_errado
744,324.0,63.0,150.0,151.56,350.69787567078305,False,False,False,True,acima_janela_permitida;lado_errado
745,323.0,63.0,150.0,151.56,349.79422522391644,False,False,False,True,acima_janela_permitida;lado_errado
746,322.0,63.0,150.0,151.56,348.89110048839024,False,False,False,True,acima_janela_permitida;lado_errado
747,321.0,62.0,151.0,152.56,348.4207226902556,False,False,False,True,acima_janela_permitida;lado_errado
748,320.0,62.0,151.0,152.56,347.51978360950903,False,False,False,True,acima_janela_permitida;lado_errado
749,319.0,62.0,151.0,152.56,346.6193878016635,False,False,False,True,acima_janela_permitida;lado_errado
750,318.0,62.0,151.0,152.56,345.71953951143695,False,False,False,True,acima_janela_permitida;lado_errado
751,317.0,61.0,152.0,153.56,345.2593228285081,False,False,False,True,acima_janela_permitida;lado_errado
752,316.0,61.0,152.0,153.56,344.3617284194049,False,False,False,True,acima_janela_permitida;lado_errado
753,315.0,61.0,152.0,153.56,343.4646997873289,False,False,False,True,acima_janela_permitida;lado_errado
754,314.0,61.0,152.0,153.56,342.56824137680945,False,False,False,True,acima_janela_permitida;lado_errado
755,313.0,61.0,152.0,153.56,341.67235767618075,False,False,False,True,acima_janela_permitida;lado_errado
756,312.0,60.0,153.0,154.56,341.22426642898654,False,False,False,True,acima_janela_permitida;lado_errado
757,311.0,60.0,153.0,154.56,340.3307215048327,False,False,False,True,acima_janela_permitida;lado_errado
758,310.0,60.0,153.0,154.56,339.4377704381173,False,False,False,True,acima_janela_permitida;lado_errado
759,309.0,60.0,153.0,154.56,338.54541792793475,False,False,False,True,acima_janela_permitida;lado_errado
760,308.0,60.0,153.0,154.56,337.6536687198882,False,False,False,True,acima_janela_permitida;lado_errado
761,307.0,59.0,154.0,155.56,337.21803036018105,False,False,False,True,acima_janela_permitida;lado_errado
762,306.0,59.0,154.0,155.56,336.3287082602376,False,False,False,True,acima_janela_permitida;lado_errado
763,305.0,59.0,154.0,155.56,335.4400095397089,False,False,False,True,acima_janela_permitida;lado_errado
764,304.0,59.0,154.0,155.56,334.55193916640206,False,False,False,True,acima_janela_permitida;lado_errado
765,303.0,59.0,154.0,155.56,333.66450215748154,False,False,False,True,acima_janela_permitida;lado_errado
766,302.0,59.0,154.0,155.56,332.77770358003255,False,False,False,True,acima_janela_permitida;lado_errado
767,301.0,59.0,154.0,155.56,331.89154855163156,False,False,False,True,acima_janela_permitida;lado_errado
768,300.0,58.0,155.0,156.56,331.4724724618924,False,False,False,True,acima_janela_permitida;lado_errado
769,299.0,58.0,155.0,156.56,330.58886853613205,False,False,False,True,acima_janela_permitida;lado_errado
770,298.0,58.0,155.0,156.56,329.70592957967864,False,False,False,True,acima_janela_permitida;lado_errado
771,297.0,58.0,155.0,156.56,328.8236609491476,False,False,False,True,acima_janela_permitida;lado_errado
772,296.0,58.0,155.0,156.56,327.9420680547099,False,False,False,True,acima_janela_permitida;lado_errado
773,295.0,58.0,155.0,156.56,327.0611563607027,False,False,False,True,acima_janela_permitida;lado_errado
774,294.0,58.0,155.0,156.56,326.18093138624766,False,False,False,True,acima_janela_permitida;lado_errado
775,293.0,58.0,155.0,156.56,325.3013987058771,False,False,False,True,acima_janela_permitida;lado_errado
776,292.0,58.0,155.0,156.56,324.4225639501667,False,False,False,True,acima_janela_permitida;lado_errado
777,291.0,57.0,156.0,157.56,324.02469041725817,False,False,False,True,acima_janela_permitida;lado_errado
778,290.0,57.0,156.0,157.56,323.1485726411305,False,False,False,True,acima_janela_permitida;lado_errado
779,289.0,57.0,156.0,157.56,322.27317604789886,False,False,False,True,acima_janela_permitida;lado_errado
780,288.0,57.0,156.0,157.56,321.39850653044425,False,False,False,True,acima_janela_permitida;lado_errado
781,287.0,57.0,156.0,157.56,320.52457004105,False,False,False,True,acima_janela_permitida;lado_errado
782,286.0,57.0,156.0,157.56,319.6513725920788,False,False,False,True,acima_janela_permitida;lado_errado
783,285.0,57.0,156.0,157.56,318.7789202566569,False,False,False,True,acima_janela_permitida;lado_errado
784,284.0,57.0,156.0,157.56,317.90721916936707,False,False,False,True,acima_janela_permitida;lado_errado
785,283.0,57.0,156.0,157.56,317.03627552694974,False,False,False,True,acima_janela_permitida;lado_errado
786,282.0,57.0,156.0,157.56,316.16609558901155,False,False,False,True,acima_janela_permitida;lado_errado
787,281.0,57.0,156.0,157.56,315.2966856787429,False,False,False,True,acima_janela_permitida;lado_errado
788,280.0,57.0,156.0,157.56,314.42805218364344,False,False,False,True,acima_janela_permitida;lado_errado
789,279.0,57.0,156.0,157.56,313.5602015562562,False,False,False,True,acima_janela_permitida;lado_errado
790,278.0,57.0,156.0,157.56,312.69314031491,False,False,False,True,acima_janela_permitida;lado_errado
791,277.0,57.0,156.0,157.56,311.8268750444708,False,False,False,True,acima_janela_permitida;lado_errado
792,276.0,57.0,156.0,157.56,310.9614123971011,False,False,False,True,acima_janela_permitida;lado_errado
793,275.0,57.0,156.0,157.56,310.0967590930289,False,False,False,True,acima_janela_permitida;lado_errado
794,274.0,57.0,156.0,157.56,309.23292192132453,False,False,False,True,acima_janela_permitida;lado_errado
795,273.0,57.0,156.0,157.56,308.3699077406873,False,False,False,True,acima_janela_permitida;lado_errado
796,272.0,57.0,156.0,157.56,307.50772348024043,False,False,False,True,acima_janela_permitida;lado_errado
797,271.0,57.0,156.0,157.56,306.6463761403353,False,False,False,True,acima_janela_permitida;lado_errado
798,270.0,57.0,156.0,157.56,305.785872793365,False,False,False,True,acima_janela_permitida;lado_errado
799,269.0,57.0,156.0,157.56,304.92622058458664,False,False,False,True,acima_janela_permitida;lado_errado
800,268.0,57.0,156.0,157.56,304.06742673295344,False,False,False,True,acima_janela_permitida;lado_errado
801,267.0,57.0,156.0,157.56,303.2094985319556,False,False,False,True,acima_janela_permitida;lado_errado
802,266.0,57.0,156.0,157.56,302.3524433504714,False,False,False,True,acima_janela_permitida;lado_errado
803,265.0,57.0,156.0,157.56,301.4962686336267,False,False,False,True,acima_janela_permitida;lado_errado
804,264.0,57.0,156.0,157.56,300.6409819036653,False,False,False,True,acima_janela_permitida;lado_errado
805,263.0,57.0,156.0,157.56,299.7865907608277,True,False,False,True,acima_janela_permitida
806,262.0,57.0,156.0,157.56,298.93310288424067,True,False,False,True,acima_janela_permitida
807,261.0,57.0,156.0,157.56,298.0805260328155,True,False,False,True,acima_janela_permitida
808,260.0,57.0,156.0,157.56,297.22886804615734,True,False,False,True,acima_janela_permitida
809,259.0,57.0,156.0,157.56,296.37813684548325,True,False,False,True,acima_janela_permitida
810,258.0,57.0,156.0,157.56,295.52834043455124,True,False,False,True,acima_janela_permitida
811,257.0,57.0,156.0,157.56,294.6794869005985,True,False,False,True,acima_janela_permitida
812,256.0,57.0,156.0,157.56,293.83158441529054,True,False,False,True,acima_janela_permitida
813,255.0,57.0,156.0,157.56,292.9846412356798,True,False,False,True,acima_janela_permitida
