ordem_entrada,indice_local,indice_contorno,x,y,dist_baseline,dist_baseline_ajustada,motivo
169,169,390,116.0,369.0,8.0,11.300000000000011,fora_do_top12
170,170,391,117.0,370.0,7.0,10.300000000000011,fora_do_top12
171,171,392,117.0,371.0,6.0,9.300000000000011,fora_do_top12
172,172,393,118.0,372.0,5.0,8.300000000000011,fora_do_top12
173,173,394,119.0,373.0,4.0,7.300000000000011,fora_do_top12
174,174,395,120.0,374.0,3.0,6.300000000000011,fora_do_top12
175,175,396,120.0,375.0,2.0,5.300000000000011,fora_do_top12
176,176,397,120.0,376.0,1.0,4.300000000000011,fora_do_top12
179,179,400,122.0,377.0,0.0,3.3000000000000114,fora_do_top12
180,180,401,123.0,377.0,0.0,3.3000000000000114,fora_do_top12
181,181,402,124.0,377.0,0.0,3.3000000000000114,fora_do_top12
182,182,403,125.0,377.0,0.0,3.3000000000000114,fora_do_top12
183,183,404,126.0,377.0,0.0,3.3000000000000114,fora_do_top12
184,184,405,127.0,377.0,0.0,3.3000000000000114,fora_do_top12
185,185,406,128.0,377.0,0.0,3.3000000000000114,fora_do_top12
186,186,407,129.0,377.0,0.0,3.3000000000000114,fora_do_top12
187,187,408,130.0,377.0,0.0,3.3000000000000114,fora_do_top12
188,188,409,131.0,377.0,0.0,3.3000000000000114,fora_do_top12
189,189,410,132.0,377.0,0.0,3.3000000000000114,fora_do_top12
190,190,411,133.0,377.0,0.0,3.3000000000000114,fora_do_top12
191,191,412,134.0,377.0,0.0,3.3000000000000114,fora_do_top12
192,192,413,135.0,377.0,0.0,3.3000000000000114,fora_do_top12
193,193,414,136.0,377.0,0.0,3.3000000000000114,fora_do_top12
194,194,415,137.0,377.0,0.0,3.3000000000000114,fora_do_top12
195,195,416,138.0,377.0,0.0,3.3000000000000114,fora_do_top12
196,196,417,139.0,377.0,0.0,3.3000000000000114,fora_do_top12
197,197,418,140.0,377.0,0.0,3.3000000000000114,fora_do_top12
198,198,419,141.0,377.0,0.0,3.3000000000000114,fora_do_top12
209,209,430,152.0,377.0,0.0,3.3000000000000114,fora_do_top12
210,210,431,153.0,377.0,0.0,3.3000000000000114,fora_do_top12
211,211,432,154.0,377.0,0.0,3.3000000000000114,fora_do_top12
212,212,433,155.0,377.0,0.0,3.3000000000000114,fora_do_top12
213,213,434,156.0,377.0,0.0,3.3000000000000114,fora_do_top12
214,214,435,157.0,377.0,0.0,3.3000000000000114,fora_do_top12
215,215,436,158.0,377.0,0.0,3.3000000000000114,fora_do_top12
216,216,437,159.0,377.0,0.0,3.3000000000000114,fora_do_top12
217,217,438,160.0,377.0,0.0,3.3000000000000114,fora_do_top12
218,218,439,161.0,377.0,0.0,3.3000000000000114,fora_do_top12
219,219,440,162.0,377.0,0.0,3.3000000000000114,fora_do_top12
220,220,441,163.0,377.0,0.0,3.3000000000000114,fora_do_top12
221,221,442,164.0,377.0,0.0,3.3000000000000114,fora_do_top12
222,222,443,165.0,377.0,0.0,3.3000000000000114,fora_do_top12
223,223,444,166.0,377.0,0.0,3.3000000000000114,fora_do_top12
224,224,445,167.0,377.0,0.0,3.3000000000000114,fora_do_top12
225,225,446,168.0,377.0,0.0,3.3000000000000114,fora_do_top12
226,226,447,169.0,377.0,0.0,3.3000000000000114,fora_do_top12
227,227,448,170.0,377.0,0.0,3.3000000000000114,fora_do_top12
228,228,449,171.0,377.0,0.0,3.3000000000000114,fora_do_top12
229,229,450,172.0,377.0,0.0,3.3000000000000114,fora_do_top12
230,230,451,173.0,377.0,0.0,3.3000000000000114,fora_do_top12
231,231,452,174.0,377.0,0.0,3.3000000000000114,fora_do_top12
232,232,453,175.0,377.0,0.0,3.3000000000000114,fora_do_top12
233,233,454,176.0,377.0,0.0,3.3000000000000114,fora_do_top12
234,234,455,177.0,377.0,0.0,3.3000000000000114,fora_do_top12
235,235,456,178.0,377.0,0.0,3.3000000000000114,fora_do_top12
236,236,457,179.0,377.0,0.0,3.3000000000000114,fora_do_top12
237,237,458,180.0,377.0,0.0,3.3000000000000114,fora_do_top12
238,238,459,181.0,377.0,0.0,3.3000000000000114,fora_do_top12
239,239,460,182.0,377.0,0.0,3.3000000000000114,fora_do_top12
240,240,461,183.0,377.0,0.0,3.3000000000000114,fora_do_top12
241,241,462,184.0,377.0,0.0,3.3000000000000114,fora_do_top12
242,242,463,185.0,377.0,0.0,3.3000000000000114,fora_do_top12
243,243,464,186.0,377.0,0.0,3.3000000000000114,fora_do_top12
244,244,465,187.0,377.0,0.0,3.3000000000000114,fora_do_top12
245,245,466,188.0,377.0,0.0,3.3000000000000114,fora_do_top12
246,246,467,189.0,377.0,0.0,3.3000000000000114,fora_do_top12
247,247,468,190.0,377.0,0.0,3.3000000000000114,fora_do_top12
248,248,469,191.0,377.0,0.0,3.3000000000000114,fora_do_top12
249,249,470,192.0,377.0,0.0,3.3000000000000114,fora_do_top12
250,250,471,193.0,377.0,0.0,3.3000000000000114,fora_do_top12
251,251,472,194.0,377.0,0.0,3.3000000000000114,fora_do_top12
252,252,473,195.0,377.0,0.0,3.3000000000000114,fora_do_top12
253,253,474,196.0,377.0,0.0,3.3000000000000114,fora_do_top12
254,254,475,197.0,377.0,0.0,3.3000000000000114,fora_do_top12
255,255,476,198.0,377.0,0.0,3.3000000000000114,fora_do_top12
256,256,477,199.0,377.0,0.0,3.3000000000000114,fora_do_top12
257,257,478,200.0,377.0,0.0,3.3000000000000114,fora_do_top12
258,258,479,201.0,377.0,0.0,3.3000000000000114,fora_do_top12
259,259,480,202.0,377.0,0.0,3.3000000000000114,fora_do_top12
260,260,481,203.0,377.0,0.0,3.3000000000000114,fora_do_top12
261,261,482,204.0,377.0,0.0,3.3000000000000114,fora_do_top12
262,262,483,205.0,377.0,0.0,3.3000000000000114,fora_do_top12
263,263,484,206.0,377.0,0.0,3.3000000000000114,fora_do_top12
264,264,485,207.0,377.0,0.0,3.3000000000000114,fora_do_top12
265,265,486,208.0,377.0,0.0,3.3000000000000114,fora_do_top12
266,266,487,209.0,377.0,0.0,3.3000000000000114,fora_do_top12
267,267,488,210.0,377.0,0.0,3.3000000000000114,fora_do_top12
268,268,489,211.0,377.0,0.0,3.3000000000000114,fora_do_top12
269,269,490,212.0,377.0,0.0,3.3000000000000114,fora_do_top12
270,270,491,213.0,377.0,0.0,3.3000000000000114,fora_do_top12
271,271,492,214.0,377.0,0.0,3.3000000000000114,fora_do_top12
272,272,493,215.0,377.0,0.0,3.3000000000000114,fora_do_top12
273,273,494,216.0,377.0,0.0,3.3000000000000114,fora_do_top12
274,274,495,217.0,377.0,0.0,3.3000000000000114,fora_do_top12
275,275,496,218.0,377.0,0.0,3.3000000000000114,fora_do_top12
276,276,497,219.0,377.0,0.0,3.3000000000000114,fora_do_top12
277,277,498,220.0,377.0,0.0,3.3000000000000114,fora_do_top12
278,278,499,221.0,377.0,0.0,3.3000000000000114,fora_do_top12
279,279,500,222.0,377.0,0.0,3.3000000000000114,fora_do_top12
280,280,501,223.0,377.0,0.0,3.3000000000000114,fora_do_top12
281,281,502,224.0,377.0,0.0,3.3000000000000114,fora_do_top12
282,282,503,225.0,377.0,0.0,3.3000000000000114,fora_do_top12
283,283,504,226.0,377.0,0.0,3.3000000000000114,fora_do_top12
284,284,505,227.0,377.0,0.0,3.3000000000000114,fora_do_top12
285,285,506,228.0,377.0,0.0,3.3000000000000114,fora_do_top12
286,286,507,229.0,377.0,0.0,3.3000000000000114,fora_do_top12
287,287,508,230.0,377.0,0.0,3.3000000000000114,fora_do_top12
288,288,509,231.0,377.0,0.0,3.3000000000000114,fora_do_top12
289,289,510,232.0,377.0,0.0,3.3000000000000114,fora_do_top12
290,290,511,233.0,377.0,0.0,3.3000000000000114,fora_do_top12
291,291,512,234.0,377.0,0.0,3.3000000000000114,fora_do_top12
292,292,513,235.0,377.0,0.0,3.3000000000000114,fora_do_top12
293,293,514,236.0,377.0,0.0,3.3000000000000114,fora_do_top12
294,294,515,237.0,377.0,0.0,3.3000000000000114,fora_do_top12
295,295,516,238.0,377.0,0.0,3.3000000000000114,fora_do_top12
296,296,517,239.0,377.0,0.0,3.3000000000000114,fora_do_top12
297,297,518,240.0,377.0,0.0,3.3000000000000114,fora_do_top12
298,298,519,241.0,377.0,0.0,3.3000000000000114,fora_do_top12
299,299,520,242.0,377.0,0.0,3.3000000000000114,fora_do_top12
300,300,521,243.0,377.0,0.0,3.3000000000000114,fora_do_top12
301,301,522,244.0,377.0,0.0,3.3000000000000114,fora_do_top12
302,302,523,245.0,377.0,0.0,3.3000000000000114,fora_do_top12
303,303,524,246.0,377.0,0.0,3.3000000000000114,fora_do_top12
304,304,525,247.0,377.0,0.0,3.3000000000000114,fora_do_top12
305,305,526,248.0,377.0,0.0,3.3000000000000114,fora_do_top12
306,306,527,249.0,377.0,0.0,3.3000000000000114,fora_do_top12
307,307,528,250.0,377.0,0.0,3.3000000000000114,fora_do_top12
308,308,529,251.0,377.0,0.0,3.3000000000000114,fora_do_top12
309,309,530,252.0,377.0,0.0,3.3000000000000114,fora_do_top12
310,310,531,253.0,377.0,0.0,3.3000000000000114,fora_do_top12
311,311,532,254.0,377.0,0.0,3.3000000000000114,fora_do_top12
312,312,533,255.0,377.0,0.0,3.3000000000000114,fora_do_top12
313,313,534,256.0,377.0,0.0,3.3000000000000114,fora_do_top12
314,314,535,257.0,377.0,0.0,3.3000000000000114,fora_do_top12
315,315,536,258.0,377.0,0.0,3.3000000000000114,fora_do_top12
316,316,537,259.0,377.0,0.0,3.3000000000000114,fora_do_top12
317,317,538,260.0,377.0,0.0,3.3000000000000114,fora_do_top12
318,318,539,261.0,377.0,0.0,3.3000000000000114,fora_do_top12
319,319,540,262.0,377.0,0.0,3.3000000000000114,fora_do_top12
320,320,541,263.0,377.0,0.0,3.3000000000000114,fora_do_top12
321,321,542,264.0,377.0,0.0,3.3000000000000114,fora_do_top12
322,322,543,265.0,377.0,0.0,3.3000000000000114,fora_do_top12
323,323,544,266.0,377.0,0.0,3.3000000000000114,fora_do_top12
324,324,545,267.0,377.0,0.0,3.3000000000000114,fora_do_top12
325,325,546,268.0,377.0,0.0,3.3000000000000114,fora_do_top12
326,326,547,269.0,377.0,0.0,3.3000000000000114,fora_do_top12
327,327,548,270.0,377.0,0.0,3.3000000000000114,fora_do_top12
328,328,549,271.0,377.0,0.0,3.3000000000000114,fora_do_top12
329,329,550,272.0,377.0,0.0,3.3000000000000114,fora_do_top12
330,330,551,273.0,377.0,0.0,3.3000000000000114,fora_do_top12
331,331,552,274.0,377.0,0.0,3.3000000000000114,fora_do_top12
332,332,553,275.0,377.0,0.0,3.3000000000000114,fora_do_top12
333,333,554,276.0,377.0,0.0,3.3000000000000114,fora_do_top12
334,334,555,277.0,377.0,0.0,3.3000000000000114,fora_do_top12
335,335,556,278.0,377.0,0.0,3.3000000000000114,fora_do_top12
336,336,557,279.0,377.0,0.0,3.3000000000000114,fora_do_top12
