ordem_entrada,indice_local,indice_contorno,x,y,dist_baseline,dist_baseline_ajustada
132,132,690,412.0,377.0,0.0,3.3000000000000114
133,133,691,413.0,377.0,0.0,3.3000000000000114
134,134,692,414.0,377.0,0.0,3.3000000000000114
135,135,693,415.0,377.0,0.0,3.3000000000000114
136,136,694,416.0,377.0,0.0,3.3000000000000114
137,137,695,417.0,377.0,0.0,3.3000000000000114
138,138,696,418.0,377.0,0.0,3.3000000000000114
139,139,697,419.0,377.0,0.0,3.3000000000000114
140,140,698,420.0,377.0,0.0,3.3000000000000114
141,141,699,421.0,377.0,0.0,3.3000000000000114
142,142,700,422.0,377.0,0.0,3.3000000000000114
143,143,701,423.0,377.0,0.0,3.3000000000000114
144,144,702,424.0,377.0,0.0,3.3000000000000114
145,145,703,425.0,377.0,0.0,3.3000000000000114
146,146,704,426.0,377.0,0.0,3.3000000000000114
147,147,705,427.0,377.0,0.0,3.3000000000000114
148,148,706,428.0,377.0,0.0,3.3000000000000114
149,149,707,429.0,377.0,0.0,3.3000000000000114
150,150,708,430.0,377.0,0.0,3.3000000000000114
151,151,709,431.0,377.0,0.0,3.3000000000000114
152,152,710,432.0,377.0,0.0,3.3000000000000114
153,153,711,433.0,377.0,0.0,3.3000000000000114
154,154,712,434.0,377.0,0.0,3.3000000000000114
155,155,713,435.0,377.0,0.0,3.3000000000000114
156,156,714,436.0,377.0,0.0,3.3000000000000114
157,157,715,437.0,377.0,0.0,3.3000000000000114
158,158,716,438.0,377.0,0.0,3.3000000000000114
159,159,717,439.0,377.0,0.0,3.3000000000000114
160,160,718,439.0,376.0,1.0,4.300000000000011
161,161,719,439.0,375.0,2.0,5.300000000000011
162,162,720,440.0,374.0,3.0,6.300000000000011
163,163,721,440.0,373.0,4.0,7.300000000000011
164,164,722,441.0,372.0,5.0,8.300000000000011
165,165,723,442.0,371.0,6.0,9.300000000000011
166,166,724,443.0,370.0,7.0,10.300000000000011
167,167,725,443.0,369.0,8.0,11.300000000000011
168,168,726,444.0,368.0,9.0,12.300000000000011
169,169,727,445.0,367.0,10.0,13.300000000000011
170,170,728,446.0,366.0,11.0,14.300000000000011
171,171,729,446.0,365.0,12.0,15.300000000000011
172,172,730,447.0,364.0,13.0,16.30000000000001
173,173,731,448.0,363.0,14.0,17.30000000000001
174,174,732,448.0,362.0,15.0,18.30000000000001
175,175,733,449.0,361.0,16.0,19.30000000000001
176,176,734,450.0,360.0,17.0,20.30000000000001
177,177,735,450.0,359.0,18.0,21.30000000000001
178,178,736,451.0,358.0,19.0,22.30000000000001
179,179,737,451.0,357.0,20.0,23.30000000000001
180,180,738,452.0,356.0,21.0,24.30000000000001
181,181,739,453.0,355.0,22.0,25.30000000000001
182,182,740,453.0,354.0,23.0,26.30000000000001
183,183,741,454.0,353.0,24.0,27.30000000000001
184,184,742,454.0,352.0,25.0,28.30000000000001
185,185,743,455.0,351.0,26.0,29.30000000000001
186,186,744,456.0,350.0,27.0,30.30000000000001
187,187,745,456.0,349.0,28.0,31.30000000000001
188,188,746,457.0,348.0,29.0,32.30000000000001
189,189,747,457.0,347.0,30.0,33.30000000000001
190,190,748,458.0,346.0,31.0,34.30000000000001
191,191,749,458.0,345.0,32.0,35.30000000000001
192,192,750,459.0,344.0,33.0,36.30000000000001
193,193,751,459.0,343.0,34.0,37.30000000000001
194,194,752,460.0,342.0,35.0,38.30000000000001
195,195,753,460.0,341.0,36.0,39.30000000000001
196,196,754,461.0,340.0,37.0,40.30000000000001
197,197,755,461.0,339.0,38.0,41.30000000000001
198,198,756,462.0,338.0,39.0,42.30000000000001
199,199,757,462.0,337.0,40.0,43.30000000000001
200,200,758,463.0,336.0,41.0,44.30000000000001
201,201,759,463.0,335.0,42.0,45.30000000000001
202,202,760,464.0,334.0,43.0,46.30000000000001
203,203,761,464.0,333.0,44.0,47.30000000000001
204,204,762,465.0,332.0,45.0,48.30000000000001
205,205,763,465.0,331.0,46.0,49.30000000000001
206,206,764,466.0,330.0,47.0,50.30000000000001
207,207,765,466.0,329.0,48.0,51.30000000000001
208,208,766,467.0,328.0,49.0,52.30000000000001
209,209,767,467.0,327.0,50.0,53.30000000000001
210,210,768,468.0,326.0,51.0,54.30000000000001
211,211,769,468.0,325.0,52.0,55.30000000000001
212,212,770,468.0,324.0,53.0,56.30000000000001
213,213,771,469.0,323.0,54.0,57.30000000000001
214,214,772,469.0,322.0,55.0,58.30000000000001
215,215,773,469.0,321.0,56.0,59.30000000000001
216,216,774,470.0,320.0,57.0,60.30000000000001
217,217,775,470.0,319.0,58.0,61.30000000000001
218,218,776,471.0,318.0,59.0,62.30000000000001
219,219,777,471.0,317.0,60.0,63.30000000000001
220,220,778,471.0,316.0,61.0,64.30000000000001
221,221,779,472.0,315.0,62.0,65.30000000000001
222,222,780,472.0,314.0,63.0,66.30000000000001
223,223,781,472.0,313.0,64.0,67.30000000000001
224,224,782,473.0,312.0,65.0,68.30000000000001
225,225,783,473.0,311.0,66.0,69.30000000000001
226,226,784,473.0,310.0,67.0,70.30000000000001
227,227,785,473.0,309.0,68.0,71.30000000000001
228,228,786,474.0,308.0,69.0,72.30000000000001
229,229,787,474.0,307.0,70.0,73.30000000000001
230,230,788,474.0,306.0,71.0,74.30000000000001
231,231,789,475.0,305.0,72.0,75.30000000000001
232,232,790,475.0,304.0,73.0,76.30000000000001
233,233,791,475.0,303.0,74.0,77.30000000000001
234,234,792,475.0,302.0,75.0,78.30000000000001
235,235,793,476.0,301.0,76.0,79.30000000000001
236,236,794,476.0,300.0,77.0,80.30000000000001
237,237,795,476.0,299.0,78.0,81.30000000000001
238,238,796,476.0,298.0,79.0,82.30000000000001
239,239,797,477.0,297.0,80.0,83.30000000000001
240,240,798,477.0,296.0,81.0,84.30000000000001
241,241,799,477.0,295.0,82.0,85.30000000000001
242,242,800,477.0,294.0,83.0,86.30000000000001
243,243,801,478.0,293.0,84.0,87.30000000000001
244,244,802,478.0,292.0,85.0,88.30000000000001
245,245,803,478.0,291.0,86.0,89.30000000000001
246,246,804,478.0,290.0,87.0,90.30000000000001
247,247,805,478.0,289.0,88.0,91.30000000000001
248,248,806,479.0,288.0,89.0,92.30000000000001
249,249,807,479.0,287.0,90.0,93.30000000000001
250,250,808,479.0,286.0,91.0,94.30000000000001
251,251,809,479.0,285.0,92.0,95.30000000000001
252,252,810,479.0,284.0,93.0,96.30000000000001
253,253,811,480.0,283.0,94.0,97.30000000000001
254,254,812,480.0,282.0,95.0,98.30000000000001
255,255,813,480.0,281.0,96.0,99.30000000000001
256,256,814,480.0,280.0,97.0,100.30000000000001
257,257,815,480.0,279.0,98.0,101.30000000000001
258,258,816,480.0,278.0,99.0,102.30000000000001
259,259,817,480.0,277.0,100.0,103.30000000000001
260,260,818,481.0,276.0,101.0,104.30000000000001
261,261,819,481.0,275.0,102.0,105.30000000000001
262,262,820,481.0,274.0,103.0,106.30000000000001
263,263,821,481.0,273.0,104.0,107.30000000000001
264,264,822,481.0,272.0,105.0,108.30000000000001
265,265,823,481.0,271.0,106.0,109.30000000000001
266,266,824,481.0,270.0,107.0,110.30000000000001
267,267,825,481.0,269.0,108.0,111.30000000000001
268,268,826,482.0,268.0,109.0,112.30000000000001
269,269,827,482.0,267.0,110.0,113.30000000000001
270,270,828,482.0,266.0,111.0,114.30000000000001
271,271,829,482.0,265.0,112.0,115.30000000000001
272,272,830,482.0,264.0,113.0,116.30000000000001
273,273,831,482.0,263.0,114.0,117.30000000000001
274,274,832,482.0,262.0,115.0,118.30000000000001
275,275,833,482.0,261.0,116.0,119.30000000000001
276,276,834,482.0,260.0,117.0,120.30000000000001
277,277,835,482.0,259.0,118.0,121.30000000000001
278,278,836,482.0,258.0,119.0,122.30000000000001
279,279,837,482.0,257.0,120.0,123.30000000000001
280,280,838,482.0,256.0,121.0,124.30000000000001
281,281,839,482.0,255.0,122.0,125.30000000000001
282,282,840,482.0,254.0,123.0,126.30000000000001
283,283,841,482.0,253.0,124.0,127.30000000000001
284,284,842,482.0,252.0,125.0,128.3
285,285,843,482.0,251.0,126.0,129.3
286,286,844,482.0,250.0,127.0,130.3
287,287,845,482.0,249.0,128.0,131.3
288,288,846,482.0,248.0,129.0,132.3
289,289,847,482.0,247.0,130.0,133.3
290,290,848,482.0,246.0,131.0,134.3
291,291,849,482.0,245.0,132.0,135.3
292,292,850,482.0,244.0,133.0,136.3
293,293,851,482.0,243.0,134.0,137.3
294,294,852,482.0,242.0,135.0,138.3
295,295,853,482.0,241.0,136.0,139.3
296,296,854,482.0,240.0,137.0,140.3
297,297,855,482.0,239.0,138.0,141.3
298,298,856,482.0,238.0,139.0,142.3
299,299,857,482.0,237.0,140.0,143.3
300,300,858,482.0,236.0,141.0,144.3
301,301,859,482.0,235.0,142.0,145.3
302,302,860,482.0,234.0,143.0,146.3
303,303,861,482.0,233.0,144.0,147.3
304,304,862,482.0,232.0,145.0,148.3
305,305,863,481.0,231.0,146.0,149.3
306,306,864,481.0,230.0,147.0,150.3
307,307,865,481.0,229.0,148.0,151.3
308,308,866,481.0,228.0,149.0,152.3
309,309,867,481.0,227.0,150.0,153.3
310,310,868,481.0,226.0,151.0,154.3
311,311,869,481.0,225.0,152.0,155.3
312,312,870,481.0,224.0,153.0,156.3
313,313,871,480.0,223.0,154.0,157.3
314,314,872,480.0,222.0,155.0,158.3
315,315,873,480.0,221.0,156.0,159.3
316,316,874,480.0,220.0,157.0,160.3
317,317,875,480.0,219.0,158.0,161.3
318,318,876,480.0,218.0,159.0,162.3
319,319,877,480.0,217.0,160.0,163.3
320,320,878,480.0,216.0,161.0,164.3
321,321,879,479.0,215.0,162.0,165.3
322,322,880,479.0,214.0,163.0,166.3
323,323,881,479.0,213.0,164.0,167.3
324,324,882,479.0,212.0,165.0,168.3
325,325,883,479.0,211.0,166.0,169.3
326,326,884,478.0,210.0,167.0,170.3
327,327,885,478.0,209.0,168.0,171.3
328,328,886,478.0,208.0,169.0,172.3
329,329,887,478.0,207.0,170.0,173.3
330,330,888,477.0,206.0,171.0,174.3
331,331,889,477.0,205.0,172.0,175.3
332,332,890,477.0,204.0,173.0,176.3
333,333,891,477.0,203.0,174.0,177.3
334,334,892,477.0,202.0,175.0,178.3
335,335,893,476.0,201.0,176.0,179.3
336,336,894,476.0,200.0,177.0,180.3
